,pl_name,pl_radj,pl_bmassj,pl_orbper,pl_eqt,pl_pnum,st_mass
3529,OGLE-TR-10 b,1.25,0.62,3.101278,1488.0554940723746,1,1.14
3531,OGLE-TR-113 b,1.093,1.26,1.4324752,1339.2952975879607,1,0.78
3532,OGLE-TR-132 b,1.2,1.18,1.689868,2013.0,1,1.3
3533,OGLE-TR-182 b,1.13,1.01,3.9791,1345.8458555556074,1,1.14
3534,OGLE-TR-211 b,1.36,1.03,3.67724,1724.5407497135673,1,1.33
3535,OGLE2-TR-L9 b,1.61,4.5,2.4855335,2034.667195174626,1,1.52
3539,POTS-1 b,0.941,2.31,3.1606296,844.2794889033928,1,0.69
3550,Qatar-1 b,1.143,1.294,1.4200242,1418.0,1,0.84
3551,Qatar-2 b,1.254,2.494,1.33711647,1344.0,1,0.74
3552,Qatar-3 b,1.0959999999999999,4.31,2.5079204,1681.0,1,1.15
3553,Qatar-4 b,1.135,6.1,1.8053564,1385.0,1,0.9
3554,Qatar-5 b,1.107,4.32,2.8792319,1415.0,1,1.13
3565,TRAPPIST-1 b,0.09699999999999999,0.00267,1.51087081,400.0,7,0.08
3566,TRAPPIST-1 c,0.094,0.00434,2.4218233,342.0,7,0.08
3567,TRAPPIST-1 d,0.069,0.0012900000000000001,4.04961,288.0,7,0.08
3568,TRAPPIST-1 e,0.08199999999999999,0.00195,6.099615,251.0,7,0.08
3569,TRAPPIST-1 f,0.09300000000000001,0.00214,9.20669,219.0,7,0.08
3570,TRAPPIST-1 g,0.10099999999999999,0.004220000000000001,12.35294,199.0,7,0.08
3577,TrES-1 b,1.13,0.84,3.03007,1140.8493878534375,1,1.04
3578,TrES-2 b,1.36,1.49,2.47063,1499.3836181372683,1,1.36
3579,TrES-3 b,1.3359999999999999,1.91,1.30618581,1642.52613232552,1,0.93
3580,TrES-4 b,1.61,0.78,3.55395,1780.9221776462516,1,1.08
3581,TrES-5 b,1.194,1.79,1.48224686,1480.0,1,0.9
3590,WASP-10 b,1.08,3.15,3.0927616,1370.0,1,0.75
3591,WASP-100 b,1.33,1.26,2.84938,2195.199244695943,1,0.77
3592,WASP-101 b,1.43,0.51,3.58572,1552.6299366385047,1,1.41
3593,WASP-103 b,1.528,1.49,0.925542,2508.0,1,1.22
3594,WASP-104 b,1.137,1.272,1.7554137,1516.0,1,1.08
3595,WASP-105 b,0.96,1.8,7.87288,900.0,1,0.89
3596,WASP-106 b,1.02,1.62,9.28971,1149.9409085472137,1,0.93
3597,WASP-107 b,0.94,0.12,5.72149,770.0,1,0.69
3598,WASP-11 b,1.11,0.79,3.72247,949.7691383278491,1,1.42
3599,WASP-113 b,1.409,0.475,4.54216875,1496.0,1,1.32
3600,WASP-114 b,1.339,1.769,1.5487743,2043.0,1,1.29
3601,WASP-117 b,1.06,0.3,10.02165,1022.0663677489044,1,1.29
3602,WASP-118 b,1.44,0.514,4.0460435,1729.0,1,1.32
3603,WASP-119 b,1.4,1.23,2.49979,1600.0,1,1.02
3604,WASP-12 b,1.82,1.31,1.09142,2579.3990787104244,1,1.2
3605,WASP-120 b,1.473,4.85,3.6112706,1880.0,1,1.39
3606,WASP-121 b,1.865,1.183,1.2749255,2358.0,1,1.35
3607,WASP-123 b,1.318,0.899,2.9776412,1520.0,1,1.17
3608,WASP-124 b,1.24,0.6,3.37265,1400.0,1,1.07
3609,WASP-126 b,0.96,0.28,3.2888,1480.0,1,1.12
3610,WASP-127 b,1.37,0.18,4.178062,1400.0,1,1.08
3611,WASP-129 b,0.93,1.0,5.748145,1100.0,1,1.0
3612,WASP-13 b,1.22,0.36,4.35301,1552.621338765422,1,0.72
3613,WASP-130 b,0.89,1.23,11.55098,833.0,1,1.04
3614,WASP-131 b,1.22,0.27,5.322023,1460.0,1,1.06
3615,WASP-132 b,0.87,0.41,7.133521,763.0,1,0.8
3616,WASP-133 b,1.21,1.16,2.176423,1790.0,1,1.16
3617,WASP-135 b,1.3,1.9,1.4013794,1718.1147480830036,1,0.98
3618,WASP-136 b,1.38,1.51,5.215357,1742.0,1,1.41
3619,WASP-138 b,1.09,1.22,3.634433,1590.0,1,1.22
3620,WASP-139 b,0.8,0.117,5.924262,910.0,1,0.92
3621,WASP-14 b,1.38,8.84,2.24375,1860.9444320552525,1,1.62
3622,WASP-140 b,1.44,2.44,2.2359835,1320.0,1,0.9
3623,WASP-141 b,1.21,2.69,3.310651,1540.0,1,1.25
3624,WASP-142 b,1.53,0.84,2.052868,2000.0,1,1.33
3625,WASP-15 b,1.41,0.54,3.7521,1653.508925248534,1,1.18
3626,WASP-151 b,1.13,0.31,4.533471,1290.0,1,1.08
3627,WASP-153 b,1.55,0.39,3.332609,1700.0,1,1.34
3628,WASP-156 b,0.51,0.128,3.836169,970.0,1,0.84
3629,WASP-157 b,1.065,0.574,3.9516205,1339.0,1,1.26
3630,WASP-16 b,1.22,1.24,3.1186,1304.0002114960664,1,1.78
3632,WASP-17 b,1.87,0.78,3.73543,1547.8850224585944,1,2.28
3633,WASP-18 b,1.2,11.44,0.94145,2411.3249578920545,1,1.46
3634,WASP-19 b,1.392,1.069,0.78883899,2520.0,1,0.9
3635,WASP-2 b,1.071,0.915,2.152226,1304.0,1,0.89
3636,WASP-20 b,1.462,0.311,4.8996284,1379.0,1,1.2
3637,WASP-21 b,1.07,0.3,4.322482,1335.809802327937,1,0.89
3638,WASP-22 b,1.23,0.67,3.53269,1419.4116967541006,1,1.46
3639,WASP-23 b,0.9620000000000001,0.884,2.9444256,1132.5139717339712,1,0.78
3640,WASP-24 b,1.38,1.24,2.34121,1770.08693730181,1,1.43
3641,WASP-25 b,1.07,0.44,3.76483,1217.938951170129,1,0.67
3642,WASP-26 b,1.21,0.85,2.7566,1679.7752102896454,1,0.86
3643,WASP-28 b,1.213,0.907,3.40883,1468.0,1,1.02
3644,WASP-29 b,0.77,0.23,3.92273,973.7567076065918,1,0.77
3645,WASP-3 b,1.42,2.43,2.71866,1678.7489525083752,1,1.62
3646,WASP-31 b,1.5490000000000002,0.478,3.4059096,1574.4165293201918,1,1.16
3647,WASP-32 b,0.96,2.63,2.71866,1560.8580107158762,1,0.72
3648,WASP-33 b,1.6,1.17,1.21987,2648.5297472138536,1,1.85
3649,WASP-34 b,1.0,0.56,4.31768,1158.6185249433465,1,0.96
3650,WASP-35 b,1.3,0.71,3.16158,1449.8153631194207,1,1.05
3651,WASP-36 b,1.327,2.361,1.53736596,1733.0,1,1.08
3652,WASP-37 b,1.16,1.8,3.577469,1322.8049604342225,1,0.93
3653,WASP-38 b,1.23,3.44,6.87188,1256.9169256275982,1,1.76
3654,WASP-39 b,1.27,0.28,4.055259,1120.5603808328615,1,0.93
3655,WASP-4 b,1.33,1.18,2.14363,1536.3143352765096,1,0.87
3656,WASP-41 b,1.1,0.85,3.0524,1243.043187141198,2,0.81
3658,WASP-42 b,1.122,0.527,4.9816819,1021.0,1,0.95
3659,WASP-43 b,0.93,1.78,0.813475,1377.7883396314762,1,0.58
3660,WASP-44 b,1.14,0.889,2.4238039,1349.9755957506745,1,0.95
3661,WASP-45 b,1.14,1.04,3.12609,1197.1573823250262,1,0.95
3662,WASP-46 b,1.1740000000000002,1.91,1.43036763,1636.0,1,0.83
3663,WASP-47 b,1.127,1.1424299999999998,4.1591289,1262.028431184323,4,1.04
3665,WASP-47 d,0.319,0.04122,9.03077,974.6043342270137,4,1.04
3666,WASP-47 e,0.161,0.021490000000000002,0.789592,2195.8483952999914,4,1.04
3667,WASP-48 b,1.5,0.8,2.14363,2031.7025941583745,1,0.88
3668,WASP-49 b,1.11,0.37,2.78174,1370.3894824333063,1,0.92
3669,WASP-5 b,1.087,1.58,1.6284279,1706.0,1,0.96
3670,WASP-50 b,1.22,1.65,1.9551,1390.449006404757,1,1.06
3671,WASP-52 b,1.27,0.46,1.7497798,1315.0,1,0.87
3672,WASP-53 b,1.074,2.132,3.3098443,1053.0,1,0.84
3674,WASP-54 b,1.58,0.59,3.69364,1781.1655790743346,1,1.08
3675,WASP-55 b,1.33,0.61,4.46563,1266.8468745200357,1,1.11
3676,WASP-56 b,0.94,0.45,4.6171,1202.258245173669,1,0.71
3677,WASP-57 b,1.05,0.644,2.83891856,1338.0,1,0.89
3678,WASP-58 b,1.43,0.97,5.01718,1277.156083184788,1,1.06
3679,WASP-59 b,0.775,0.863,7.919585,670.0,1,0.72
3680,WASP-6 b,1.03,0.37,4.305,1179.7832172624849,1,0.55
3681,WASP-60 b,0.88,0.55,4.305,1313.3173128904384,1,1.19
3682,WASP-61 b,1.41,2.68,3.8559,1547.6247035228853,1,1.82
3683,WASP-62 b,1.32,0.52,4.41195,1426.7575661627561,1,1.11
3684,WASP-63 b,1.41,0.37,4.37808,1530.2421783029754,1,1.28
3685,WASP-64 b,1.271,1.271,1.5732918,1689.0,1,1.0
3686,WASP-65 b,1.112,1.55,2.3114243,1480.0,1,0.93
3687,WASP-66 b,1.4,2.35,4.08605,1799.826779872644,1,1.33
3688,WASP-67 b,1.15,0.43,4.61442,1025.74406556414,1,0.91
3689,WASP-68 b,1.32,1.08,5.0843,1482.789497465486,1,1.49
3690,WASP-69 b,1.11,0.29,3.86814,960.0981111530947,1,0.98
3691,WASP-7 b,1.33,0.96,4.9546416,1487.0,1,1.28
3692,WASP-70 A b,1.1640000000000001,0.59,3.7130203,1387.0,1,1.11
3693,WASP-71 b,1.18,1.39,2.90367,2063.85883953289,1,0.76
3694,WASP-72 b,1.29,2.3,2.21673,2056.854025262805,1,2.78
3695,WASP-73 b,1.42,2.86,4.08722,1779.1732747867136,1,2.52
3696,WASP-74 b,1.36,0.72,2.13775,1915.9666676598026,1,0.98
3697,WASP-75 b,1.27,1.07,2.484193,1710.0,1,1.14
3698,WASP-76 b,1.83,0.92,1.809886,2160.0,1,1.46
3699,WASP-77 A b,1.38,2.29,1.36003,1630.2068243257877,1,1.49
3700,WASP-78 b,1.93,1.11,2.17518,2292.621316282133,1,1.87
3701,WASP-79 b,1.67,0.85,3.66238,1758.4649856865226,1,1.43
3702,WASP-8 b,1.13,2.54,2.70579,1549.0011080657723,2,1.34
3704,WASP-80 b,0.9990000000000001,0.538,3.06785234,825.0,1,0.58
3705,WASP-81 b,1.429,0.729,2.7164762,1623.0,1,1.08
3706,WASP-82 b,1.62,1.17,2.70579,2175.454197230148,1,1.48
3707,WASP-83 b,1.04,0.3,4.971252,1120.0,1,1.11
3708,WASP-84 b,0.9420000000000001,0.694,8.5234865,797.0,1,0.84
3709,WASP-85 A b,1.24,1.265,2.6556777,1452.0,1,1.09
3710,WASP-88 b,1.46,0.42,4.954,1762.0336102504516,1,0.94
3711,WASP-89 b,1.04,5.9,3.3564227,1120.0,1,0.92
3712,WASP-90 b,1.63,0.63,3.916243,1840.0,1,1.55
3713,WASP-91 b,1.03,1.34,2.798581,1160.0,1,0.84
3714,WASP-92 b,1.4609999999999999,0.805,2.1746742,1871.0,1,1.19
3715,WASP-93 b,1.597,1.47,2.7325321,1942.0,1,1.33
3716,WASP-94 A b,1.58,0.5,3.95019,1502.3261283261716,1,1.67
3718,WASP-95 b,1.23,1.44,2.18467,1612.280588681244,1,1.46
3719,WASP-96 b,1.2,0.48,3.4252602,1285.0,1,1.06
3720,WASP-97 b,1.14,1.36,2.07276,1541.113340477001,1,1.18
3721,WASP-98 b,1.1440000000000001,0.922,2.96264036,1171.0,1,0.81
3722,WASP-99 b,1.02,2.43,5.75251,1467.4183863852493,1,1.21
3725,WTS-1 b,1.49,4.01,3.352057,1500.0,1,1.2
3726,WTS-2 b,1.3630000000000002,1.12,1.0187068,2000.0,1,0.82
3730,XO-1 b,1.14,0.83,3.94153,1202.1188179821327,1,0.88
3731,XO-2 N b,1.0190000000000001,0.597,2.61585922,1347.0726599470447,1,0.97
3734,XO-3 b,1.41,7.29,3.19154,2044.9026089897027,1,0.58
3735,XO-4 b,1.25,1.42,4.12508,1629.1374163039898,1,1.1
3736,XO-5 b,1.14,1.19,4.1877558,1230.0,1,1.04
3774,mercury,0.034897226473659365,0.00017307692307692307,87.97,447.6422905056272,8,1.0
3775,venus,0.0865643460971807,0.002564278187565859,224.7,327.47258581680114,8,1.0
3776,earth,0.09113015119223013,0.003146469968387777,365.26,278.5107321812077,8,1.0
3777,mars,0.04848307133355266,0.00033667017913593256,686.98,225.62883901487473,8,1.0
3778,jupiter,1.0,1.0,4332.82,122.11970808459346,8,1.0
3779,saturn,0.8329447440316975,0.2994204425711275,10755.7,90.1909745831991,8,1.0
3780,uranus,0.3627755288867274,0.04573761854583773,30687.15,63.59023860290717,8,1.0
3781,neptune,0.35219064238817926,0.05395152792413066,60190.03,50.80047658922089,8,1.0
